"value","fold","epoch","set","metric"
0.4450692669845087,3,6,"val","f1"
0.7331424833174782,3,7,"train","loss"
0.7737369337979094,3,7,"train","accuracy"
0.7763052374387681,3,7,"train","f1"
1.562792072693507,3,7,"val","loss"
0.4470486111111111,3,7,"val","accuracy"
0.4440676188636402,3,7,"val","f1"
0.6765494307159131,3,8,"train","loss"
0.7931184668989547,3,8,"train","accuracy"
0.7951488589700425,3,8,"train","f1"
1.6014239423804812,3,8,"val","loss"
0.4496527777777778,3,8,"val","accuracy"
0.4501491345969215,3,8,"val","f1"
0.6458394247065022,3,9,"train","loss"
0.805095818815331,3,9,"train","accuracy"
0.806734732926894,3,9,"train","f1"
1.5992367267608643,3,9,"val","loss"
0.4409722222222222,3,9,"val","accuracy"
0.4390450793592684,3,9,"val","f1"
0.6169400271222982,3,10,"train","loss"
0.8083623693379791,3,10,"train","accuracy"
0.8095777834003927,3,10,"train","f1"
1.6067801978853014,3,10,"val","loss"
0.4557291666666667,3,10,"val","accuracy"
0.4560353086240452,3,10,"val","f1"
1.6738970317076307,4,1,"train","loss"
0.4181184668989547,4,1,"train","accuracy"
0.4265082859060282,4,1,"train","f1"
1.4851016402244568,4,1,"val","loss"
0.5121527777777778,4,1,"val","accuracy"
0.5152391839703251,4,1,"val","f1"
1.2504005648117862,4,2,"train","loss"
0.5945121951219512,4,2,"train","accuracy"
0.6010277489655659,4,2,"train","f1"
1.3716162873639002,4,2,"val","loss"
0.5095486111111112,4,2,"val","accuracy"
0.5172682854254173,4,2,"val","f1"
1.080590457866416,4,3,"train","loss"
0.6524390243902439,4,3,"train","accuracy"
0.6563373694879866,4,3,"train","f1"
1.320393916633394,4,3,"val","loss"
0.5173611111111112,4,3,"val","accuracy"
0.5254843492157739,4,3,"val","f1"
0.9547179152325886,4,4,"train","loss"
0.6925087108013938,4,4,"train","accuracy"
0.6952540285030311,4,4,"train","f1"
1.3149830102920532,4,4,"val","loss"
0.5173611111111112,4,4,"val","accuracy"
0.5240180406614754,4,4,"val","f1"
0.8668406202818043,4,5,"train","loss"
0.7216898954703833,4,5,"train","accuracy"
0.7235223990563656,4,5,"train","f1"
1.3032011058595445,4,5,"val","loss"
0.5217013888888888,4,5,"val","accuracy"
0.5308811759436591,4,5,"val","f1"
0.8038059664104874,4,6,"train","loss"
0.7380226480836237,4,6,"train","accuracy"
0.7407502158901148,4,6,"train","f1"
1.3134875198205311,4,6,"val","loss"
0.5234375,4,6,"val","accuracy"
0.5270281458440371,4,6,"val","f1"
0.7323251507838844,4,7,"train","loss"
0.7687282229965157,4,7,"train","accuracy"
0.7703513992333186,4,7,"train","f1"
1.335298306412167,4,7,"val","loss"
0.5086805555555556,4,7,"val","accuracy"
0.5186063356849642,4,7,"val","f1"
0.6993468322820364,4,8,"train","loss"
0.7802700348432056,4,8,"train","accuracy"
0.7816570510651569,4,8,"train","f1"
1.3376370436615415,4,8,"val","loss"
0.5138888888888888,4,8,"val","accuracy"
0.5206920382506323,4,8,"val","f1"
0.6745352877972434,4,9,"train","loss"
0.7865853658536586,4,9,"train","accuracy"
0.7877912141078737,4,9,"train","f1"
1.3426208595434825,4,9,"val","loss"
0.5043402777777778,4,9,"val","accuracy"
0.5117688499970572,4,9,"val","f1"
0.6310411180768695,4,10,"train","loss"
0.8024825783972126,4,10,"train","accuracy"
0.8034486590237332,4,10,"train","f1"
1.3710838324493833,4,10,"val","loss"
0.5199652777777778,4,10,"val","accuracy"
0.5267993395028593,4,10,"val","f1"
1.6544563389486737,5,1,"train","loss"
0.4437934027777778,5,1,"train","accuracy"
0.4469693162964329,5,1,"train","f1"
1.5768359311869447,5,1,"val","loss"
0.4014084507042254,5,1,"val","accuracy"
0.4159711606698831,5,1,"val","f1"
1.2223004698753357,5,2,"train","loss"
0.6011284722222222,5,2,"train","accuracy"
0.6058999952356553,5,2,"train","f1"
1.4757334430452804,5,2,"val","loss"
0.43133802816901406,5,2,"val","accuracy"
0.4413801475852968,5,2,"val","f1"
1.034718936516179,5,3,"train","loss"
0.6666666666666666,5,3,"train","accuracy"
0.6704107639895116,5,3,"train","f1"
1.4652168465332247,5,3,"val","loss"
0.44014084507042256,5,3,"val","accuracy"
0.4521131162664697,5,3,"val","f1"
0.9192308518621657,5,4,"train","loss"
0.7061631944444444,5,4,"train","accuracy"
0.7083514528695736,5,4,"train","f1"
1.446886314472682,5,4,"val","loss"
0.4735915492957746,5,4,"val","accuracy"
0.48535265543953415,5,4,"val","f1"
0.8378606703546312,5,5,"train","loss"
0.7354600694444444,5,5,"train","accuracy"
0.7375479949387616,5,5,"train","f1"
1.4327175298207242,5,5,"val","loss"
0.4639084507042254,5,5,"val","accuracy"
0.47329847241428946,5,5,"val","f1"
0.7817815600170029,5,6,"train","loss"
0.7497829861111112,5,6,"train","accuracy"
0.7524465568810458,5,6,"train","f1"
1.447666435174539,5,6,"val","loss"
0.4630281690140845,5,6,"val","accuracy"
0.4714059065067883,5,6,"val","f1"
0.7212397439612283,5,7,"train","loss"
0.7697482638888888,5,7,"train","accuracy"
0.7706374500390538,5,7,"train","f1"
1.4425528855390952,5,7,"val","loss"
0.46830985915492956,5,7,"val","accuracy"
0.4786867621042351,5,7,"val","f1"
0.6867127757933404,5,8,"train","loss"
0.7740885416666666,5,8,"train","accuracy"
0.7755138414422044,5,8,"train","f1"
1.440604458392506,5,8,"val","loss"
0.47183098591549294,5,8,"val","accuracy"
0.48136226026942486,5,8,"val","f1"
0.6288118527995216,5,9,"train","loss"
0.8053385416666666,5,9,"train","accuracy"
0.8057043743438784,5,9,"train","f1"
1.4562635186692359,5,9,"val","loss"
0.4586267605633803,5,9,"val","accuracy"
0.4664146092963188,5,9,"val","f1"
0.6019993883868059,5,10,"train","loss"
0.8068576388888888,5,10,"train","accuracy"
0.8075601360027647,5,10,"train","f1"
1.4603405032359378,5,10,"val","loss"
0.4612676056338028,5,10,"val","accuracy"
0.464677281980921,5,10,"val","f1"
